# text	intent	autonomy	objective	drone_role	codegen_focus	intel_focus	mission_style
Operator directive 4594: start Hannibal precisely to synthesize mission scripts on segment 44.12.0.0/24 while using harvester drones with contain autonomy, prioritize threat_hypothesis, and generate infra_automation artifacts for mission style resilient.	set_objective	contain	synthesize mission scripts	harvester	infra_automation	threat_hypothesis	resilient
Operator directive 4595: activate Hannibal strategically to improve english comprehension on segment 45.15.0.0/24 while using striker drones with enforce autonomy, prioritize mission_forensics, and generate ai_prompt_chains artifacts for mission style adaptive.	adjust_autonomy	enforce	improve english comprehension	striker	ai_prompt_chains	mission_forensics	adaptive
Operator directive 4596: deploy Hannibal carefully to map network on segment 46.18.0.0/24 while using watchdog drones with observe autonomy, prioritize host_discovery, and generate python_payloads artifacts for mission style stealth.	query_status	observe	map network	watchdog	python_payloads	host_discovery	stealth
Operator directive 4597: launch Hannibal rapidly to find credentials on segment 47.21.0.0/24 while using flanker drones with contain autonomy, prioritize credential_intel, and generate yaml_playbooks artifacts for mission style aggressive.	pause_campaign	contain	find credentials	flanker	yaml_playbooks	credential_intel	aggressive
Operator directive 4598: dispatch Hannibal silently to identify domain controller on segment 48.24.0.0/24 while using coordinator drones with enforce autonomy, prioritize network_topology, and generate typescript_operator_ui artifacts for mission style balanced.	resume_campaign	enforce	identify domain controller	coordinator	typescript_operator_ui	network_topology	balanced
Operator directive 4599: initiate Hannibal adaptively to enumerate exposed services on segment 49.27.0.0/24 while using analyst drones with observe autonomy, prioritize anomaly_correlation, and generate rule_signatures artifacts for mission style deceptive.	abort_campaign	observe	enumerate exposed services	analyst	rule_signatures	anomaly_correlation	deceptive
Operator directive 4600: start Hannibal precisely to secure mission corridor on segment 10.30.0.0/24 while using scout drones with contain autonomy, prioritize threat_hypothesis, and generate infra_automation artifacts for mission style resilient.	deploy_agent	contain	secure mission corridor	scout	infra_automation	threat_hypothesis	resilient
Operator directive 4601: activate Hannibal strategically to collect telemetry baselines on segment 11.33.0.0/24 while using mapper drones with enforce autonomy, prioritize mission_forensics, and generate ai_prompt_chains artifacts for mission style adaptive.	set_target	enforce	collect telemetry baselines	mapper	ai_prompt_chains	mission_forensics	adaptive
Operator directive 4602: deploy Hannibal carefully to track lateral movement on segment 12.36.0.0/24 while using harvester drones with observe autonomy, prioritize host_discovery, and generate python_payloads artifacts for mission style stealth.	set_objective	observe	track lateral movement	harvester	python_payloads	host_discovery	stealth
Operator directive 4603: launch Hannibal rapidly to contain blast radius on segment 13.39.0.0/24 while using striker drones with contain autonomy, prioritize credential_intel, and generate yaml_playbooks artifacts for mission style aggressive.	adjust_autonomy	contain	contain blast radius	striker	yaml_playbooks	credential_intel	aggressive
Operator directive 4604: dispatch Hannibal silently to build drone code modules on segment 14.42.0.0/24 while using watchdog drones with enforce autonomy, prioritize network_topology, and generate typescript_operator_ui artifacts for mission style balanced.	query_status	enforce	build drone code modules	watchdog	typescript_operator_ui	network_topology	balanced
Operator directive 4605: initiate Hannibal adaptively to generate payload templates on segment 15.45.0.0/24 while using flanker drones with observe autonomy, prioritize anomaly_correlation, and generate rule_signatures artifacts for mission style deceptive.	pause_campaign	observe	generate payload templates	flanker	rule_signatures	anomaly_correlation	deceptive
Operator directive 4606: start Hannibal precisely to synthesize mission scripts on segment 16.48.0.0/24 while using coordinator drones with contain autonomy, prioritize threat_hypothesis, and generate infra_automation artifacts for mission style resilient.	resume_campaign	contain	synthesize mission scripts	coordinator	infra_automation	threat_hypothesis	resilient
Operator directive 4607: activate Hannibal strategically to improve english comprehension on segment 17.51.0.0/24 while using analyst drones with enforce autonomy, prioritize mission_forensics, and generate ai_prompt_chains artifacts for mission style adaptive.	abort_campaign	enforce	improve english comprehension	analyst	ai_prompt_chains	mission_forensics	adaptive
Operator directive 4608: deploy Hannibal carefully to map network on segment 18.54.0.0/24 while using scout drones with observe autonomy, prioritize host_discovery, and generate python_payloads artifacts for mission style stealth.	deploy_agent	observe	map network	scout	python_payloads	host_discovery	stealth
Operator directive 4609: launch Hannibal rapidly to find credentials on segment 19.57.0.0/24 while using mapper drones with contain autonomy, prioritize credential_intel, and generate yaml_playbooks artifacts for mission style aggressive.	set_target	contain	find credentials	mapper	yaml_playbooks	credential_intel	aggressive
Operator directive 4610: dispatch Hannibal silently to identify domain controller on segment 20.60.0.0/24 while using harvester drones with enforce autonomy, prioritize network_topology, and generate typescript_operator_ui artifacts for mission style balanced.	set_objective	enforce	identify domain controller	harvester	typescript_operator_ui	network_topology	balanced
Operator directive 4611: initiate Hannibal adaptively to enumerate exposed services on segment 21.63.0.0/24 while using striker drones with observe autonomy, prioritize anomaly_correlation, and generate rule_signatures artifacts for mission style deceptive.	adjust_autonomy	observe	enumerate exposed services	striker	rule_signatures	anomaly_correlation	deceptive
Operator directive 4612: start Hannibal precisely to secure mission corridor on segment 22.66.0.0/24 while using watchdog drones with contain autonomy, prioritize threat_hypothesis, and generate infra_automation artifacts for mission style resilient.	query_status	contain	secure mission corridor	watchdog	infra_automation	threat_hypothesis	resilient
Operator directive 4613: activate Hannibal strategically to collect telemetry baselines on segment 23.69.0.0/24 while using flanker drones with enforce autonomy, prioritize mission_forensics, and generate ai_prompt_chains artifacts for mission style adaptive.	pause_campaign	enforce	collect telemetry baselines	flanker	ai_prompt_chains	mission_forensics	adaptive
Operator directive 4614: deploy Hannibal carefully to track lateral movement on segment 24.72.0.0/24 while using coordinator drones with observe autonomy, prioritize host_discovery, and generate python_payloads artifacts for mission style stealth.	resume_campaign	observe	track lateral movement	coordinator	python_payloads	host_discovery	stealth
Operator directive 4615: launch Hannibal rapidly to contain blast radius on segment 25.75.0.0/24 while using analyst drones with contain autonomy, prioritize credential_intel, and generate yaml_playbooks artifacts for mission style aggressive.	abort_campaign	contain	contain blast radius	analyst	yaml_playbooks	credential_intel	aggressive
Operator directive 4616: dispatch Hannibal silently to build drone code modules on segment 26.78.0.0/24 while using scout drones with enforce autonomy, prioritize network_topology, and generate typescript_operator_ui artifacts for mission style balanced.	deploy_agent	enforce	build drone code modules	scout	typescript_operator_ui	network_topology	balanced
